,product_name,Accuracy_Score,Val_Score,uses_cov
41,P1046,8.406613072331481e-09,2.5300442074716045e-08,no
42,P1047,0.18812709003545314,0.07272631848036626,no
43,P1050,0.14765100671140952,0.07649452039731697,no
44,P1054,0.3167658934198051,0.2254746320201323,no
45,P1055,0.583521550307727,0.5380107250341325,no
46,P1063,0.0,0.0,no
47,P1104,0.04228215205312347,0.12137716397588039,no
48,P1105,2.5477706389054333e-08,2.4999994407970405e-08,no
49,P1106,0.14639599608141474,0.005359692271310612,no
50,P1107,0.0,1.599998847856554e-07,no
51,P1108,0.8578932390997658,0.6649368440135477,no
52,P1109,0.7385454306972543,0.4652049995190781,no
53,P1110,0.43906451016604164,0.47854597245050834,no
54,P1111,0.520792088240841,0.5394519781886022,no
55,P1112,0.0,5.405404535085978e-08,no
56,P1114,0.05305939112074143,7.672633905997372e-08,no
57,P1119,0.775304606720231,0.4228601787624049,no
58,P1120,3.28767114643469e-08,1.1764693419458183e-07,no
59,P1124,0.5091005956400279,0.4433175212330178,no
60,P1127,9.999960000062202e-07,0.0,no
61,P1128,9.00900876121824e-09,6.66662666515272e-07,no
62,P1130,0.5413894243803514,0.5662693234222687,no
63,P1131,0.5201453120553283,0.5208742468929268,no
64,P1132,0.6607329300757245,0.4093056938762152,no
65,P1134,0.6550851281108092,0.7069675603138081,no
66,P1135,0.6579692311693199,0.7204234228372044,yes
67,P1136,0.47022627474735146,0.32467955970051576,no
